 u 51 - p 0.0  ::    0.0  /  10  :::: 
 u 52 - p 0.1  ::    1.0  /  10  ::::  47
 u 53 - p 0.1  ::    1.0  /  10  ::::  68
 u 54 - p 0.0  ::    0.0  /  10  :::: 
 u 55 - p 0.2  ::    2.0  /  10  ::::  571 568
 u 56 - p 0.0  ::    0.0  /  10  :::: 
 u 57 - p 0.0  ::    0.0  /  10  :::: 
 u 58 - p 0.1  ::    1.0  /  10  ::::  767
 u 59 - p 0.0  ::    0.0  /  10  :::: 
 u 60 - p 0.0  ::    0.0  /  10  :::: 
 u 61 - p 0.0  ::    0.0  /  10  :::: 
 u 62 - p 0.0  ::    0.0  /  10  :::: 
 u 63 - p 0.0  ::    0.0  /  10  :::: 
 u 64 - p 0.0  ::    0.0  /  10  :::: 
 u 65 - p 0.0  ::    0.0  /  10  :::: 
 u 66 - p 0.1  ::    1.0  /  10  ::::  22
 u 67 - p 0.0  ::    0.0  /  10  :::: 
 u 68 - p 0.1  ::    1.0  /  10  ::::  43
 u 69 - p 0.0  ::    0.0  /  10  :::: 
 u 70 - p 0.0  ::    0.0  /  10  :::: 
 u 71 - p 0.0  ::    0.0  /  10  :::: 
 u 72 - p 0.1  ::    1.0  /  10  ::::  15
 u 73 - p 0.0  ::    0.0  /  10  :::: 
 u 74 - p 0.0  ::    0.0  /  10  :::: 
 u 75 - p 0.0  ::    0.0  /  10  :::: 
 u 76 - p 0.0  ::    0.0  /  10  :::: 
 u 77 - p 0.3  ::    3.0  /  10  ::::  43 47 42
 u 78 - p 0.1  ::    1.0  /  10  ::::  447
 u 79 - p 0.1  ::    1.0  /  10  ::::  571
 u 80 - p 0.0  ::    0.0  /  10  :::: 
 u 81 - p 0.0  ::    0.0  /  10  :::: 
 u 82 - p 0.1  ::    1.0  /  10  ::::  453
 u 83 - p 0.1  ::    1.0  /  10  ::::  250
 u 84 - p 0.1  ::    1.0  /  10  ::::  521
 u 85 - p 0.0  ::    0.0  /  10  :::: 
 u 86 - p 0.0  ::    0.0  /  10  :::: 
 u 87 - p 0.0  ::    0.0  /  10  :::: 
 u 88 - p 0.0  ::    0.0  /  10  :::: 
 u 89 - p 0.1  ::    1.0  /  10  ::::  120
 u 90 - p 0.0  ::    0.0  /  10  :::: 
 u 91 - p 0.0  ::    0.0  /  10  :::: 
 u 92 - p 0.1  ::    1.0  /  10  ::::  226
 u 93 - p 0.0  ::    0.0  /  10  :::: 
 u 94 - p 0.0  ::    0.0  /  10  :::: 
 u 95 - p 0.1  ::    1.0  /  10  ::::  247
 u 96 - p 0.1  ::    1.0  /  10  ::::  28
 u 97 - p 0.0  ::    0.0  /  10  :::: 
 u 98 - p 0.0  ::    0.0  /  10  :::: 
 u 99 - p 0.0  ::    0.0  /  10  :::: 
 u 100 - p 0.0  ::    0.0  /  10  :::: 
 u 101 - p 0.0  ::    0.0  /  10  :::: 
 u 102 - p 0.1  ::    1.0  /  10  ::::  120
 u 103 - p 0.2  ::    2.0  /  10  ::::  16 17
 u 104 - p 0.0  ::    0.0  /  10  :::: 
 u 105 - p 0.0  ::    0.0  /  10  :::: 
 u 106 - p 0.1  ::    1.0  /  10  ::::  230
 u 107 - p 0.0  ::    0.0  /  10  :::: 
 u 108 - p 0.0  ::    0.0  /  10  :::: 
 u 109 - p 0.0  ::    0.0  /  10  :::: 
 u 110 - p 0.0  ::    0.0  /  10  :::: 
 u 111 - p 0.2  ::    2.0  /  10  ::::  28 226
 u 112 - p 0.0  ::    0.0  /  10  :::: 
 u 113 - p 0.0  ::    0.0  /  10  :::: 
 u 114 - p 0.0  ::    0.0  /  10  :::: 
 u 115 - p 0.1  ::    1.0  /  10  ::::  767
 u 116 - p 0.0  ::    0.0  /  10  :::: 
 u 117 - p 0.0  ::    0.0  /  10  :::: 
 u 118 - p 0.0  ::    0.0  /  10  :::: 
 u 119 - p 0.2  ::    2.0  /  10  ::::  243 335
 u 120 - p 0.0  ::    0.0  /  10  :::: 
 u 121 - p 0.0  ::    0.0  /  10  :::: 
 u 122 - p 0.0  ::    0.0  /  10  :::: 
 u 123 - p 0.0  ::    0.0  /  10  :::: 
 u 124 - p 0.1  ::    1.0  /  10  ::::  17
 u 125 - p 0.2  ::    2.0  /  10  ::::  27 22
 u 126 - p 0.1  ::    1.0  /  10  ::::  418
 u 127 - p 0.1  ::    1.0  /  10  ::::  672
 u 128 - p 0.0  ::    0.0  /  10  :::: 
 u 129 - p 0.1  ::    1.0  /  10  ::::  291
 u 130 - p 0.0  ::    0.0  /  10  :::: 
 u 131 - p 0.0  ::    0.0  /  10  :::: 
 u 132 - p 0.1  ::    1.0  /  10  ::::  3904
 u 133 - p 0.3  ::    3.0  /  10  ::::  335 17 16
 u 134 - p 0.1  ::    1.0  /  10  ::::  204
 u 135 - p 0.0  ::    0.0  /  10  :::: 
 u 136 - p 0.0  ::    0.0  /  10  :::: 
 u 137 - p 0.0  ::    0.0  /  10  :::: 
 u 138 - p 0.2  ::    2.0  /  10  ::::  14 15
 u 139 - p 0.0  ::    0.0  /  10  :::: 
 u 140 - p 0.0  ::    0.0  /  10  :::: 
 u 141 - p 0.1  ::    1.0  /  10  ::::  14
 u 142 - p 0.1  ::    1.0  /  10  ::::  17
 u 143 - p 0.0  ::    0.0  /  10  :::: 
 u 144 - p 0.1  ::    1.0  /  10  ::::  921
 u 145 - p 0.3  ::    3.0  /  10  ::::  283 281 284
 u 146 - p 0.1  ::    1.0  /  10  ::::  50
 u 147 - p 0.0  ::    0.0  /  10  :::: 
 u 148 - p 0.0  ::    0.0  /  10  :::: 
 u 149 - p 0.0  ::    0.0  /  10  :::: 
 u 150 - p 0.2  ::    2.0  /  10  ::::  418 767
 u 151 - p 0.1  ::    1.0  /  10  ::::  62
 u 152 - p 0.0  ::    0.0  /  10  :::: 
 u 153 - p 0.1  ::    1.0  /  10  ::::  28
 u 154 - p 0.1  ::    1.0  /  10  ::::  15
 u 155 - p 0.1  ::    1.0  /  10  ::::  28
 u 156 - p 0.0  ::    0.0  /  10  :::: 
 u 157 - p 0.0  ::    0.0  /  10  :::: 
 u 158 - p 0.1  ::    1.0  /  10  ::::  641
 u 159 - p 0.0  ::    0.0  /  10  :::: 
 u 160 - p 0.2  ::    2.0  /  10  ::::  36 767
 u 161 - p 0.0  ::    0.0  /  10  :::: 
 u 162 - p 0.0  ::    0.0  /  10  :::: 
 u 163 - p 0.1  ::    1.0  /  10  ::::  1027
 u 164 - p 0.1  ::    1.0  /  10  ::::  28
 u 165 - p 0.2  ::    2.0  /  10  ::::  205 15
 u 166 - p 0.1  ::    1.0  /  10  ::::  921
 u 167 - p 0.2  ::    2.0  /  10  ::::  39 15
 u 168 - p 0.1  ::    1.0  /  10  ::::  617
 u 169 - p 0.2  ::    2.0  /  10  ::::  14 28
 u 170 - p 0.0  ::    0.0  /  10  :::: 
 u 171 - p 0.0  ::    0.0  /  10  :::: 
 u 172 - p 0.0  ::    0.0  /  10  :::: 
 u 173 - p 0.1  ::    1.0  /  10  ::::  3088
 u 174 - p 0.0  ::    0.0  /  10  :::: 
 u 175 - p 0.0  ::    0.0  /  10  :::: 
 u 176 - p 0.1  ::    1.0  /  10  ::::  135
 u 177 - p 0.0  ::    0.0  /  10  :::: 
 u 178 - p 0.3  ::    3.0  /  10  ::::  28 27 5
 u 179 - p 0.1  ::    1.0  /  10  ::::  335
 u 180 - p 0.2  ::    2.0  /  10  ::::  755 921
 u 181 - p 0.1  ::    1.0  /  10  ::::  418
 u 182 - p 0.0  ::    0.0  /  10  :::: 
 u 183 - p 0.3  ::    3.0  /  10  ::::  27 23 14
 u 184 - p 0.0  ::    0.0  /  10  :::: 
 u 185 - p 0.0  ::    0.0  /  10  :::: 
 u 186 - p 0.1  ::    1.0  /  10  ::::  1673
 u 187 - p 0.0  ::    0.0  /  10  :::: 
 u 188 - p 0.0  ::    0.0  /  10  :::: 
 u 189 - p 0.3  ::    3.0  /  10  ::::  14 22 477
 u 190 - p 0.0  ::    0.0  /  10  :::: 
 u 191 - p 0.1  ::    1.0  /  10  ::::  1199
 u 192 - p 0.1  ::    1.0  /  10  ::::  1199
 u 193 - p 0.1  ::    1.0  /  10  ::::  1673
 u 194 - p 0.1  ::    1.0  /  10  ::::  10539
 u 195 - p 0.0  ::    0.0  /  10  :::: 
 u 196 - p 0.1  ::    1.0  /  10  ::::  294
 u 197 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 198 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 199 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 200 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 201 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 202 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 203 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 204 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 205 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 206 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 207 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 208 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 209 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 210 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 211 - p 0.1  ::    1.0  /  10  ::::  13630
 u 212 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 213 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 214 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 215 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 216 - p 0.1  ::    1.0  /  10  ::::  13630
 u 217 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 218 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 219 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 220 - p 0.1  ::    1.0  /  10  ::::  13630
 u 221 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 222 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 223 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 224 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 225 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 226 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 227 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 228 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 229 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 230 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 231 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 232 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 233 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 234 - p 0.1  ::    1.0  /  10  ::::  501
 u 235 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 236 - p 0.2  ::    2.0  /  10  ::::  27 28
 u 237 - p 0.1  ::    1.0  /  10  ::::  380
 u 238 - p 0.1  ::    1.0  /  10  ::::  62
 u 239 - p 0.1  ::    1.0  /  10  ::::  17
 u 240 - p 0.2  ::    2.0  /  10  ::::  418 95
 u 241 - p 0.2  ::    2.0  /  10  ::::  761 767
 u 242 - p 0.0  ::    0.0  /  10  :::: 
 u 243 - p 0.2  ::    2.0  /  10  ::::  11100 10539
 u 244 - p 0.0  ::    0.0  /  10  :::: 
 u 245 - p 0.0  ::    0.0  /  10  :::: 
 u 246 - p 0.0  ::    0.0  /  10  :::: 
 u 247 - p 0.0  ::    0.0  /  10  :::: 
 u 248 - p 0.0  ::    0.0  /  10  :::: 
 u 249 - p 0.1  ::    1.0  /  10  ::::  436
 u 250 - p 0.2  ::    2.0  /  10  ::::  14 15
 u 251 - p 0.0  ::    0.0  /  10  :::: 
 u 252 - p 0.0  ::    0.0  /  10  :::: 
 u 253 - p 0.1  ::    1.0  /  10  ::::  230
 u 254 - p 0.0  ::    0.0  /  10  :::: 
 u 255 - p 0.3  ::    3.0  /  10  ::::  283 281 284
 u 256 - p 0.1  ::    1.0  /  10  ::::  767
 u 257 - p 0.2  ::    2.0  /  10  ::::  120 938
 u 258 - p 0.0  ::    0.0  /  10  :::: 
 u 259 - p 0.1  ::    1.0  /  10  ::::  490
 u 260 - p 0.0  ::    0.0  /  10  :::: 
 u 261 - p 0.0  ::    0.0  /  10  :::: 
 u 262 - p 0.0  ::    0.0  /  10  :::: 
 u 263 - p 0.2  ::    2.0  /  10  ::::  205 63
 u 264 - p 0.1  ::    1.0  /  10  ::::  226
 u 265 - p 0.2  ::    2.0  /  10  ::::  13630 10539
 u 266 - p 0.1  ::    1.0  /  10  ::::  380
 u 267 - p 0.0  ::    0.0  /  10  :::: 
 u 268 - p 0.0  ::    0.0  /  10  :::: 
 u 269 - p 0.1  ::    1.0  /  10  ::::  142
 u 270 - p 0.3  ::    3.0  /  10  ::::  68 76 120
 u 271 - p 0.1  ::    1.0  /  10  ::::  247
 u 272 - p 0.1  ::    1.0  /  10  ::::  13863
 u 273 - p 0.0  ::    0.0  /  10  :::: 
 u 274 - p 0.2  ::    2.0  /  10  ::::  672 1669
 u 275 - p 0.0  ::    0.0  /  10  :::: 
 u 276 - p 0.0  ::    0.0  /  10  :::: 
 u 277 - p 0.1  ::    1.0  /  10  ::::  14
 u 278 - p 0.1  ::    1.0  /  10  ::::  1240
 u 279 - p 0.1  ::    1.0  /  10  ::::  63
 u 280 - p 0.3  ::    3.0  /  10  ::::  28 14 27
 u 281 - p 0.0  ::    0.0  /  10  :::: 
 u 282 - p 0.0  ::    0.0  /  10  :::: 
 u 283 - p 0.2  ::    2.0  /  10  ::::  1005 418
 u 284 - p 0.1  ::    1.0  /  10  ::::  666
 u 285 - p 0.1  ::    1.0  /  10  ::::  335
 u 286 - p 0.1  ::    1.0  /  10  ::::  2
 u 287 - p 0.0  ::    0.0  /  10  :::: 
 u 288 - p 0.2  ::    2.0  /  10  ::::  335 17
 u 289 - p 0.0  ::    0.0  /  10  :::: 
 u 290 - p 0.2  ::    2.0  /  10  ::::  47 43
 u 291 - p 0.5  ::    5.0  /  10  ::::  1673 98 767 672 1669
 u 292 - p 0.1  ::    1.0  /  10  ::::  27
 u 293 - p 0.2  ::    2.0  /  10  ::::  120 76
 u 294 - p 0.1  ::    1.0  /  10  ::::  226
 u 295 - p 0.0  ::    0.0  /  10  :::: 
 u 296 - p 0.2  ::    2.0  /  10  ::::  477 926
 u 297 - p 0.0  ::    0.0  /  10  :::: 
 u 298 - p 0.0  ::    0.0  /  10  :::: 
 u 299 - p 0.1  ::    1.0  /  10  ::::  921
 u 300 - p 0.1  ::    1.0  /  10  ::::  521
 u 301 - p 0.2  ::    2.0  /  10  ::::  1090 1114
 u 302 - p 0.1  ::    1.0  /  10  ::::  1648
 u 303 - p 0.2  ::    2.0  /  10  ::::  450 135
 u 304 - p 0.0  ::    0.0  /  10  :::: 
 u 305 - p 0.1  ::    1.0  /  10  ::::  1199
 u 306 - p 0.1  ::    1.0  /  10  ::::  746
 u 307 - p 0.1  ::    1.0  /  10  ::::  247
 u 308 - p 0.1  ::    1.0  /  10  ::::  120
 u 309 - p 0.1  ::    1.0  /  10  ::::  1192
 u 310 - p 0.0  ::    0.0  /  10  :::: 
 u 311 - p 0.1  ::    1.0  /  10  ::::  944
 u 312 - p 0.2  ::    2.0  /  10  ::::  120 76
 u 313 - p 0.1  ::    1.0  /  10  ::::  250
 u 314 - p 0.0  ::    0.0  /  10  :::: 
 u 315 - p 0.1  ::    1.0  /  10  ::::  28
 u 316 - p 0.1  ::    1.0  /  10  ::::  76
 u 317 - p 0.1  ::    1.0  /  10  ::::  1301
 u 318 - p 0.0  ::    0.0  /  10  :::: 
 u 319 - p 0.2  ::    2.0  /  10  ::::  76 120
 u 320 - p 0.0  ::    0.0  /  10  :::: 
 u 321 - p 0.0  ::    0.0  /  10  :::: 
 u 322 - p 0.0  ::    0.0  /  10  :::: 
 u 323 - p 0.0  ::    0.0  /  10  :::: 
 u 324 - p 0.5  ::    5.0  /  10  ::::  27 477 485 47 28
 u 325 - p 0.1  ::    1.0  /  10  ::::  10539
 u 326 - p 0.0  ::    0.0  /  10  :::: 
 u 327 - p 0.0  ::    0.0  /  10  :::: 
 u 328 - p 0.0  ::    0.0  /  10  :::: 
 u 329 - p 0.0  ::    0.0  /  10  :::: 
 u 330 - p 0.1  ::    1.0  /  10  ::::  63
 u 331 - p 0.0  ::    0.0  /  10  :::: 
 u 332 - p 0.2  ::    2.0  /  10  ::::  7025 4179
 u 333 - p 0.0  ::    0.0  /  10  :::: 
 u 334 - p 0.2  ::    2.0  /  10  ::::  15 2
 u 335 - p 0.1  ::    1.0  /  10  ::::  2493
 u 336 - p 0.0  ::    0.0  /  10  :::: 
 u 337 - p 0.2  ::    2.0  /  10  ::::  22 335
 u 338 - p 0.0  ::    0.0  /  10  :::: 
 u 339 - p 0.3  ::    3.0  /  10  ::::  17 247 16
 u 340 - p 0.0  ::    0.0  /  10  :::: 
 u 341 - p 0.2  ::    2.0  /  10  ::::  767 3088
 u 342 - p 0.0  ::    0.0  /  10  :::: 
 u 343 - p 0.1  ::    1.0  /  10  ::::  501
 u 344 - p 0.1  ::    1.0  /  10  ::::  243
 u 345 - p 0.0  ::    0.0  /  10  :::: 
 u 346 - p 0.0  ::    0.0  /  10  :::: 
 u 347 - p 0.0  ::    0.0  /  10  :::: 
 u 348 - p 0.0  ::    0.0  /  10  :::: 
 u 349 - p 0.0  ::    0.0  /  10  :::: 
 u 350 - p 0.1  ::    1.0  /  10  ::::  426
 u 351 - p 0.1  ::    1.0  /  10  ::::  767
 u 352 - p 0.2  ::    2.0  /  10  ::::  418 15
 u 353 - p 0.1  ::    1.0  /  10  ::::  453
 u 354 - p 0.1  ::    1.0  /  10  ::::  128
 u 355 - p 0.0  ::    0.0  /  10  :::: 
 u 356 - p 0.2  ::    2.0  /  10  ::::  1669 684
 u 357 - p 0.0  ::    0.0  /  10  :::: 
 u 358 - p 0.2  ::    2.0  /  10  ::::  701 211
 u 359 - p 0.1  ::    1.0  /  10  ::::  55
 u 360 - p 0.2  ::    2.0  /  10  ::::  47 935
 u 361 - p 0.2  ::    2.0  /  10  ::::  47 935
 u 362 - p 0.2  ::    2.0  /  10  ::::  180 176
 u 363 - p 0.1  ::    1.0  /  10  ::::  453
 u 364 - p 0.1  ::    1.0  /  10  ::::  701
 u 365 - p 0.0  ::    0.0  /  10  :::: 
 u 366 - p 0.2  ::    2.0  /  10  ::::  281 17
 u 367 - p 0.2  ::    2.0  /  10  ::::  1190 845
 u 368 - p 0.2  ::    2.0  /  10  ::::  1152 1113
 u 369 - p 0.1  ::    1.0  /  10  ::::  17
 u 370 - p 0.1  ::    1.0  /  10  ::::  1009
 u 371 - p 0.1  ::    1.0  /  10  ::::  9026
 u 372 - p 0.2  ::    2.0  /  10  ::::  42 477
 u 373 - p 0.1  ::    1.0  /  10  ::::  14
 u 374 - p 0.0  ::    0.0  /  10  :::: 
 u 375 - p 0.2  ::    2.0  /  10  ::::  755 709
 u 376 - p 0.0  ::    0.0  /  10  :::: 
 u 377 - p 0.2  ::    2.0  /  10  ::::  628 655
 u 378 - p 0.4  ::    4.0  /  10  ::::  17 28 335 16
 u 379 - p 0.0  ::    0.0  /  10  :::: 
 u 380 - p 0.1  ::    1.0  /  10  ::::  906
 u 381 - p 0.0  ::    0.0  /  10  :::: 
 u 382 - p 0.2  ::    2.0  /  10  ::::  777 772
 u 383 - p 0.1  ::    1.0  /  10  ::::  195
 u 384 - p 0.1  ::    1.0  /  10  ::::  1199
 u 385 - p 0.0  ::    0.0  /  10  :::: 
 u 386 - p 0.0  ::    0.0  /  10  :::: 
 u 387 - p 0.1  ::    1.0  /  10  ::::  294
 u 388 - p 0.0  ::    0.0  /  10  :::: 
 u 389 - p 0.0  ::    0.0  /  10  :::: 
 u 390 - p 0.0  ::    0.0  /  10  :::: 
 u 391 - p 0.0  ::    0.0  /  10  :::: 
 u 392 - p 0.1  ::    1.0  /  10  ::::  28
 u 393 - p 0.1  ::    1.0  /  10  ::::  9603
 u 394 - p 0.0  ::    0.0  /  10  :::: 
 u 395 - p 0.1  ::    1.0  /  10  ::::  1737
 u 396 - p 0.2  ::    2.0  /  10  ::::  63 50
 u 397 - p 0.1  ::    1.0  /  10  ::::  791
 u 398 - p 0.0  ::    0.0  /  10  :::: 
 u 399 - p 0.1  ::    1.0  /  10  ::::  644
 u 400 - p 0.2  ::    2.0  /  10  ::::  1213 1677
 u 401 - p 0.2  ::    2.0  /  10  ::::  17 16
 u 402 - p 0.0  ::    0.0  /  10  :::: 
 u 403 - p 0.2  ::    2.0  /  10  ::::  15 43
 u 404 - p 0.0  ::    0.0  /  10  :::: 
 u 405 - p 0.2  ::    2.0  /  10  ::::  1538 107
 u 406 - p 0.2  ::    2.0  /  10  ::::  546 642
 u 407 - p 0.0  ::    0.0  /  10  :::: 
 u 408 - p 0.2  ::    2.0  /  10  ::::  14 27
 u 409 - p 0.0  ::    0.0  /  10  :::: 
 u 410 - p 0.0  ::    0.0  /  10  :::: 
 u 411 - p 0.1  ::    1.0  /  10  ::::  68
 u 412 - p 0.3  ::    3.0  /  10  ::::  28 27 2
 u 413 - p 0.0  ::    0.0  /  10  :::: 
 u 414 - p 0.3  ::    3.0  /  10  ::::  226 16 17
 u 415 - p 0.0  ::    0.0  /  10  :::: 
 u 416 - p 0.0  ::    0.0  /  10  :::: 
 u 417 - p 0.1  ::    1.0  /  10  ::::  68
 u 418 - p 0.1  ::    1.0  /  10  ::::  68
 u 419 - p 0.1  ::    1.0  /  10  ::::  6116
 u 420 - p 0.2  ::    2.0  /  10  ::::  709 135
 u 421 - p 0.0  ::    0.0  /  10  :::: 
 u 422 - p 0.1  ::    1.0  /  10  ::::  62
 u 423 - p 0.0  ::    0.0  /  10  :::: 
 u 424 - p 0.2  ::    2.0  /  10  ::::  418 1303
 u 425 - p 0.0  ::    0.0  /  10  :::: 
 u 426 - p 0.1  ::    1.0  /  10  ::::  14
 u 427 - p 0.4  ::    4.0  /  10  ::::  14 28 27 23
 u 428 - p 0.1  ::    1.0  /  10  ::::  5108
 u 429 - p 0.0  ::    0.0  /  10  :::: 
 u 430 - p 0.1  ::    1.0  /  10  ::::  701
 u 431 - p 0.1  ::    1.0  /  10  ::::  701
 u 432 - p 0.0  ::    0.0  /  10  :::: 
 u 433 - p 0.0  ::    0.0  /  10  :::: 
 u 434 - p 0.4  ::    4.0  /  10  ::::  767 1673 501 250
 u 435 - p 0.1  ::    1.0  /  10  ::::  230
 u 436 - p 0.0  ::    0.0  /  10  :::: 
 u 437 - p 0.4  ::    4.0  /  10  ::::  16 226 335 142
 u 438 - p 0.2  ::    2.0  /  10  ::::  837 752
 u 439 - p 0.0  ::    0.0  /  10  :::: 
 u 440 - p 0.1  ::    1.0  /  10  ::::  888
 u 441 - p 0.2  ::    2.0  /  10  ::::  1090 294
 u 442 - p 0.0  ::    0.0  /  10  :::: 
 u 443 - p 0.0  ::    0.0  /  10  :::: 
 u 444 - p 0.0  ::    0.0  /  10  :::: 
 u 445 - p 0.0  ::    0.0  /  10  :::: 
 u 446 - p 0.2  ::    2.0  /  10  ::::  11246 3088
 u 447 - p 0.2  ::    2.0  /  10  ::::  47 27
 u 448 - p 0.0  ::    0.0  /  10  :::: 
 u 449 - p 0.2  ::    2.0  /  10  ::::  1747 369
 u 450 - p 0.2  ::    2.0  /  10  ::::  4179 10907
 u 451 - p 0.1  ::    1.0  /  10  ::::  1657
 u 452 - p 0.1  ::    1.0  /  10  ::::  247
 u 453 - p 0.2  ::    2.0  /  10  ::::  442 561
 u 454 - p 0.2  ::    2.0  /  10  ::::  442 561
 u 455 - p 0.2  ::    2.0  /  10  ::::  42 43
 u 456 - p 0.1  ::    1.0  /  10  ::::  3802
 u 457 - p 0.0  ::    0.0  /  10  :::: 
 u 458 - p 0.2  ::    2.0  /  10  ::::  1557 1538
 u 459 - p 0.2  ::    2.0  /  10  ::::  2445 450
 u 460 - p 0.0  ::    0.0  /  10  :::: 
 u 461 - p 0.0  ::    0.0  /  10  :::: 
 u 462 - p 0.0  ::    0.0  /  10  :::: 
 u 463 - p 0.4  ::    4.0  /  10  ::::  28 14 27 477
 u 464 - p 0.0  ::    0.0  /  10  :::: 
 u 465 - p 0.0  ::    0.0  /  10  :::: 
 u 466 - p 0.0  ::    0.0  /  10  :::: 
 u 467 - p 0.1  ::    1.0  /  10  ::::  418
 u 468 - p 0.1  ::    1.0  /  10  ::::  176
 u 469 - p 0.0  ::    0.0  /  10  :::: 
 u 470 - p 0.1  ::    1.0  /  10  ::::  43
 u 471 - p 0.0  ::    0.0  /  10  :::: 
 u 472 - p 0.2  ::    2.0  /  10  ::::  914 1764
 u 473 - p 0.1  ::    1.0  /  10  ::::  17
