1:1810 2300 3212 485 2628 1657 6432 3 4526 10776
2:16868 16896 16155 15352 16475 16493 16318 15815 15267 16472
1:14288 1568 6432 10776 1810 13131 11105 14098 15352 6027
1:1861 2472 3981 6294 1928 483 3185 2462 917 27
3:2462 247 4689 628 2794 3175 226 1009 5267 17
1:1538 1199 50 205 1704 6432 1631 47 1582 1629
1:5211 68 3914 12205 8297 11205 11203 14177 4282 6429
1:13109 15197 15649 16520 15585 13958 15531 15983 13727 6161
2:6653 1408 8437 668 571 568 11514 731 2515 3768
5:17 11567 477 701 1477 1461 4444 1948 746 1919
0:2240 3292 4112 13912 15073 14035 1192 3291 14 7790
4:14607 15197 14502 12765 13410 13043 14276 767 15531 13109
2:6359 3839 4384 3097 9579 5588 1798 490 1538 1865
1:10043 13561 6188 8756 1794 12453 4285 14808 10944 16
3:14181 14620 8991 7049 6116 6041 2493 14182 12260 11571
2:14276 15197 15521 15531 13043 14502 15614 13109 13863 13410
1:16274 15856 16497 16386 14758 16558 15983 16492 15815 16524
2:5487 5503 4185 4329 8399 12342 2577 12359 12523 9635
2:11978 15237 16084 16559 14255 12880 16487 16601 12523 10582
2:12244 15113 6359 14607 8531 22 15382 14264 6294 15223
3:15267 767 15324 3591 16318 14268 15223 15856 14496 14938
1:6432 43 47 50 10340 1568 15351 1704 4944 3404
1:3244 6497 13278 2393 2695 2563 11388 6906 2565 10255
3:3591 1240 4471 1673 3404 5944 3018 3191 5346 501
5:14285 15609 14657 14715 16700 15983 16156 16155 14399 14122
0:14 1200 23 477 2 1955 1588 485 400 15
1:767 684 1301 4649 3591 4518 1313 5489 761 11571
0:767 684 1301 4649 3591 1313 761 11571 4518 6204
2:767 2364 2240 418 1292 684 1673 1318 4649 2365
4:11571 15041 16105 11577 15983 11701 14715 13911 13262 15093
3:1568 43 1631 1538 47 28 6432 772 42 14
0:1995 4080 7672 2715 447 1259 1922 5120 2124 917
2:6653 571 8437 11514 668 1408 731 11706 2515 6449
1:791 888 3007 2355 1049 335 1272 1264 3830 755
2:20 6432 1213 1650 2 4030 23 1588 7579 485
5:2221 1213 5267 1203 5959 921 2236 453 1186 2225
2:501 3591 11105 1673 5346 1944 3404 5467 250 5944
3:1213 1192 2235 4069 2221 6218 1104 2216 521 1665
1:2920 1764 1112 1401 3981 4808 2711 1928 2018 2292
3:7672 4080 917 12571 11887 1928 4808 746 843 2985
2:16318 7076 8272 12790 14585 11138 1631 3088 16493 16249
2:10530 11571 13563 9914 13911 15237 14715 11701 10550 14635
1:1117 1261 549 2350 615 6347 4812 369 120 755
3:1395 4808 5690 9597 1401 1922 1764 2712 1747 7898
1:5570 11138 3291 3292 4695 937 1062 7192 5926 7790
1:120 447 3981 335 1395 483 615 226 444 45
1:5211 3914 8955 8871 8318 6091 8297 2216 4327 2462
1:5211 8955 3914 2462 8871 8297 6091 2216 8318 4327
1:1009 1113 1114 247 3319 1565 1181 1203 2390 3381
3:1090 11567 1403 5088 28 483 477 6334 3293 380
1:2240 6677 4695 13912 1062 3100 4179 7192 13247 11138
1:2462 5267 2794 3175 4774 8818 2221 11203 10043 5959
1:1565 1005 2583 1891 12082 7049 6041 2388 1681 3601
4:7156 205 10469 10349 7335 11249 6303 5787 8247 10306
3:17 380 7545 226 14177 13279 807 12563 13515 3981
2:1117 1261 549 755 120 615 2350 4367 4812 6347
4:5267 3981 1035 14607 16 17 453 247 11567 7545
4:3414 3050 6613 453 3808 6535 2221 2233 6091 2379
1:767 3097 6359 495 1538 12526 10374 14508 1855 1798
1:5772 655 534 1763 888 505 3115 1987 1916 230
1:369 6359 3839 8531 4384 14264 10374 12244 3097 10681
4:11571 13563 10530 5108 10550 9914 14618 14057 3440 16105
0:3244 6497 13278 2393 2695 2563 11388 11398 6906 10255
1:1764 2920 1259 3981 1112 2711 1401 2018 1928 7416
0:1090 17 28 1891 226 1357 1181 294 9953 1209
4:3981 2920 1764 5034 1259 2292 1112 4808 2711 1928
0:2920 3981 1112 1764 5034 2292 2711 4808 1259 7416
1:2920 1764 3981 1112 2711 1928 1401 1259 4808 2018
3:3802 1673 767 7076 1737 5098 13410 3088 4177 13130
0:3244 6497 13278 2393 2695 2563 11388 11398 10255 6906
1:4179 1199 36 5108 12115 7133 4970 6730 845 8404
2:3244 6497 13278 2393 2695 2563 11388 11398 10255 6906
1:2389 239 1020 243 6429 9597 1401 335 11158 2462
0:3244 6497 13278 2393 2695 2563 11388 11398 10255 6906
1:3244 6497 13278 2393 2695 2563 11388 11398 10255 6906
1:3244 6497 13278 2393 2695 2563 11388 11398 2571 10255
2:42 1544 50 62 205 6432 1568 1590 2620 1500
2:1213 5267 921 17 3414 4689 453 3808 2221 2216
4:14 27 23 485 477 10944 4533 22 1796 4030
0:11571 15237 14285 11577 418 14715 13911 1648 9603 11701
1:1005 1114 1113 5259 4269 1152 2364 926 672 3328
1:1538 2998 9579 3839 12526 2728 6359 5588 490 1816
3:3839 6359 5588 4384 490 1865 9579 453 1798 291
1:16105 16084 15983 16037 15041 16807 16156 13863 14715 16700
2:14607 11538 13563 13475 12115 4179 13498 15868 16018 12383
2:7156 10349 11571 1648 6204 3904 10582 15237 11978 8247
2:453 755 2216 3808 335 521 17 4795 16 3313
1:205 418 6304 11264 15237 13568 11978 204 935 10977
3:4179 13912 16045 4112 3292 7790 3291 15073 10524 1110
2:16714 16493 16959 16529 16807 16155 16524 16084 16749 16822
2:1009 1665 1122 2215 1181 1891 1012 4689 328 1677
3:1200 6495 4179 14 16045 15323 15 1944 11567 42
3:14 1200 485 6432 1955 7358 1588 1600 1557 477
2:14703 13958 14288 13640 16115 12997 1551 10576 13476 12833
2:4547 485 27 276 1761 14 47 6495 10944 4269
4:5267 2216 4689 1122 1181 921 16045 8598 17 3808
3:5854 755 135 746 8861 17 4441 7786 4808 6127
2:453 2390 3414 921 436 1677 521 6613 4946 4689
3:807 655 814 283 628 12330 281 17 284 899
2:205 50 10469 47 477 1632 4503 1657 2002 1588
0:1759 914 2263 1903 1147 1149 5152 5104 1772 1767
1:4693 15354 11138 11571 7335 12997 13911 6204 12477 12342
2:14502 14716 13563 15237 15354 14607 15103 15868 16105 14635
2:11571 418 767 5252 6789 9417 11515 684 5486 6304
3:63 14608 11138 6721 5598 62 15550 16706 16882 11264
0:13247 13912 6653 8464 15073 4179 4604 10848 14035 8635
2:2221 28 11567 1027 1213 453 8326 17 247 7876
1:47 11264 6116 14 2493 15 1797 4586 12260 10776
1:11567 1200 10944 8188 380 28 1353 926 12390 5401
3:16045 15815 14607 15856 16318 16706 15324 15358 16386 4179
1:14620 14181 11571 2493 6116 5437 6041 12260 14182 7049
4:6091 5584 4854 8955 8297 3914 4327 641 4945 9612
0:442 17 7962 2261 2378 1928 1395 4808 3830 3951
1:684 2657 1673 1303 36 1648 418 767 2194 9417
0:1395 2914 2445 2389 1922 2448 2715 1995 5265 5690
0:16520 16318 16493 15267 14502 16155 16803 14782 16475 16321
2:2221 1898 1213 1891 521 1027 1665 1203 5267 2433
2:477 1115 11567 1941 8188 1200 484 28 2691 1957
2:16045 1538 205 42 247 11264 11593 15856 15 11138
1:2390 436 453 921 1677 6231 1194 2400 8012 1442
3:47 50 777 39 15 6432 1568 485 813 1810
2:7192 6677 4695 3292 3100 3291 7686 7790 1324 617
2:226 27 14 477 6188 76 28 1357 1200 2411
2:6677 7686 3100 6653 1324 11514 812 8437 11310 9090
1:3591 5346 1240 1673 5944 5312 2944 5763 4805 8467
2:16084 11264 16497 16037 16105 16386 15041 15983 16492 16700
1:14782 16475 13130 3088 16493 11246 15865 6521 12989 13301
1:1538 1631 12459 13727 10811 12790 14758 10738 14589 1704
0:16706 11138 16045 15354 16882 15324 15064 16388 14607 16115
2:5267 2216 709 755 335 135 2462 4070 3660 2445
1:1797 11571 6116 7904 4649 11740 761 1301 12260 6152
3:483 28 400 226 918 917 27 3185 6541 5
2:9103 7545 8158 1264 3981 335 7135 4070 8160 9966
0:1213 1345 521 3808 3050 10555 755 1203 5267 921
1:205 6304 418 1648 6592 6582 1673 845 1005 1619
4:1568 6850 47 1500 1632 4503 43 169 42 63
1:917 483 28 477 27 226 3185 23 746 14
1:13958 16045 16716 15815 15649 15352 16127 13248 15118 16687
2:128 772 1005 1629 1199 666 1021 205 10608 1590
1:767 684 1673 5716 4329 2944 7076 4839 250 7647
0:1891 1122 9953 1009 247 2390 1181 10363 1665 6352
2:8635 13912 12040 15073 4604 14035 4138 8643 1508 8464
4:10944 1353 27 485 3185 14 22 2411 477 23
4:14 2489 9164 16045 14607 483 6541 917 9103 2462
1:6304 10608 7049 205 13494 12637 12880 1629 1199 8231
1:16045 14758 5161 15324 15815 14502 1199 15856 16318 1704
1:684 767 1673 2944 4839 672 501 7647 1669 5716
2:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
0:13912 6652 8813 13247 15073 6653 3292 6870 9659 11221
0:1152 1192 5152 1175 1755 294 3292 1767 2044 905
3:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
4:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
1:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
1:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
3:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
2:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
1:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
5:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
2:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
1:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
0:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
1:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
2:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
2:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
2:13773 13781 13712 13770 13787 13786 13630 13753 13719 13676
2:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
1:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
4:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
2:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
1:13773 13781 13712 13770 13787 13786 13630 13753 13719 13676
1:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
3:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
2:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
3:13773 13781 13712 13770 13787 13786 13630 13753 13719 13676
3:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
1:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
2:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
5:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
2:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
2:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
2:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
2:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
3:13773 13781 13712 13770 13787 13786 13630 13753 13719 10539
3:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
2:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
3:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
1:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
1:6874 3591 767 1673 1538 12335 10008 10525 1704 501
1:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
2:1944 247 5312 666 27 1181 1090 1104 5243 28
3:10944 1200 481 6495 11567 1957 1353 12390 484 380
3:63 9713 62 5598 14608 7035 8134 11264 5600 7250
1:14177 8504 5267 2794 3981 12563 9966 11328 12213 17
3:6304 1648 9417 418 12637 3393 8159 9433 95 6882
2:11571 761 767 4649 6789 1313 2364 5506 7778 1301
2:14181 13727 15815 14620 7049 14502 13863 14716 14758 12082
2:4130 11100 13773 13781 10539 13712 13770 13787 13630 13786
4:615 6347 4808 1995 8160 5034 2350 2378 2712 3981
3:11567 1941 1115 1200 6495 477 1353 2411 1957 380
2:22 14607 12244 6359 15113 15223 8531 15382 3839 6294
0:1673 2944 767 684 3591 5489 5346 4518 3191 4199
1:888 1919 1948 755 1918 1477 1272 715 709 701
3:1213 1898 2221 921 2230 453 2009 436 1203 1665
2:4269 1590 5259 477 772 128 205 14 15 1568
0:16045 14715 11571 15983 13911 15041 16105 3440 13863 7049
1:767 3839 3050 5588 3097 1028 6359 1538 7747 1865
0:5772 888 1916 3033 871 1763 505 230 3115 180
0:2914 1395 2445 1922 1995 5690 5265 9597 7898 2715
3:807 655 12330 283 281 284 814 648 2446 628
3:14782 16475 3802 767 13130 3088 15357 8272 15412 11246
1:4080 2715 3612 1747 120 2454 1910 7672 938 11857
0:4080 7672 2715 2480 1395 2985 2653 4808 2389 1747
0:767 1538 1345 3097 3839 12526 5588 490 3050 2728
4:15983 13863 14715 16084 15041 16105 13911 16156 16037 16658
0:1200 1974 7169 1192 380 4516 11567 1104 7947 1944
4:13911 11571 13863 14715 11577 2418 15263 11701 15983 14276
1:1568 11264 6855 205 1632 63 4503 169 1590 2815
2:14177 2462 2489 226 3981 5267 17 12563 7545 2794
4:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
0:5570 4695 7790 7192 644 3291 1110 380 1062 6677
0:15324 12526 10316 15815 15382 4179 1538 16318 15856 11236
0:1005 1538 1565 3372 2583 777 6432 1634 20 2300
3:4070 8955 6091 5267 3746 142 2462 3808 13425 3914
3:2355 906 68 335 76 4040 120 755 1264 447
3:27 485 10363 247 9133 10944 1937 8791 9953 477
3:15197 13863 14276 15609 15531 15309 16156 14988 15521 15179
1:6359 14607 12244 15382 15113 16043 9579 3839 14264 8531
3:4179 845 3264 5248 16318 7647 672 1669 4839 13248
3:7156 8247 3904 10582 14255 15237 5787 11978 11338 14732
2:3185 7672 4318 10043 7545 10944 2389 6484 9103 14177
4:477 2691 1755 1828 1152 1903 1149 4136 1147 14
0:2944 3591 3018 3191 4518 1240 250 10289 5346 1673
3:62 63 169 6721 2002 2620 1500 1977 2815 276
1:477 28 2 14 1200 23 27 6495 5312 1527
1:1995 1259 2715 1471 1922 1788 2711 1485 2712 3236
2:6091 2216 5267 3914 3808 5211 8818 2233 1277 7978
0:1538 7049 10608 6304 2583 1634 1005 418 1629 20
1:1175 1974 1090 294 8712 520 666 8878 176 9392
1:755 335 453 2216 4795 69 888 1147 3608 2263
3:23 483 14 15 39 4547 47 477 28 2
0:11740 14620 6116 1797 14182 14181 12948 12260 14260 12692
0:755 335 453 2216 69 4795 888 1937 1147 17
0:1110 7790 3064 652 3291 9624 6297 7192 6677 645
1:0 47 477 1704 14504 16249 12257 11072 43 8879
2:684 4839 2944 1673 98 767 4306 672 1669 3264
2:22 10944 483 1353 13561 23 27 704 380 2
1:447 483 369 120 17 2350 4367 3981 76 2389
2:17 2462 11205 3808 3175 1264 2489 226 2216 2788
3:5161 1565 2388 2583 7049 1199 1005 12379 6041 5879
2:1090 477 5259 926 1944 14 42 888 1200 5088
0:15197 15609 14276 13863 15531 16156 15309 15521 14988 16682
0:755 549 615 3981 5034 1117 17 8158 6347 2350
2:1755 5152 1192 7200 1442 1090 4050 6314 921 1767
3:453 2240 921 2221 2216 521 1213 4197 1027 5959
0:1755 1766 1090 1759 7200 5152 4050 1944 1114 642
0:12637 13494 14422 14758 13210 15760 1648 12775 14268 7049
2:120 2445 450 746 3981 135 2462 3660 447 2770
0:4179 4329 15531 14276 767 12765 13410 15197 15609 15614
1:5108 1199 11538 12115 15484 13563 3440 10530 9914 845
1:369 746 2445 266 1747 4441 447 2355 135 1395
0:17 1937 755 1090 247 549 521 709 2216 1398
2:447 369 4808 2350 120 2389 483 882 1261 3981
0:11138 2815 276 1977 845 2002 1192 63 4693 6838
1:888 1948 1456 3981 1919 10921 755 709 1929 1918
1:1009 2390 1122 247 944 1565 2388 2596 1181 1891
0:2355 2378 615 2350 66 120 4040 76 447 755
0:501 767 250 1673 3528 2300 11040 1662 3148 12790
0:4808 3981 1928 442 2378 7962 2007 3830 17 2261
4:27 14 4620 5977 6848 5919 5312 28 6495 6572
1:2355 2378 615 2350 4040 66 76 434 1434 447
1:11571 10349 761 6519 6789 1301 7904 1313 4649 7778
0:205 11571 1538 6304 1629 11264 1632 20 7049 13561
0:2355 615 2378 76 2350 120 4040 447 66 1434
0:8511 1277 755 7978 10605 9103 8160 1400 10983 11586
1:11571 14715 13911 11577 7049 418 13863 8776 11701 11515
1:11571 12637 9603 13911 1199 14715 11515 6304 11577 12634
0:10349 9559 5487 4970 11300 7759 3440 11571 5913 13727
1:11300 27 477 485 1657 1588 47 28 1200 2
2:13773 13781 13712 13770 13787 13786 13630 13753 10539 13719
1:1213 1898 944 1891 921 2221 2390 1203 2009 1665
2:294 1110 668 3100 1175 571 6677 6297 6662 7192
3:13410 15197 15531 14276 14988 15521 16959 12115 15309 15944
0:1995 4080 1922 7672 2715 1395 1880 5690 3699 917
2:11264 63 2815 14608 4503 6721 169 7248 16706 12575
0:3292 3100 3291 1408 4695 6677 1324 7686 571 11514
2:15324 1199 7025 13498 13563 14649 11571 14502 14365 4179
0:1538 3097 767 495 12526 6359 11236 4384 2998 10316
3:39 485 477 1588 15 1357 5058 2 5 813
0:47 11264 10349 14181 1631 1797 12459 13389 2493 14182
1:4444 1461 17 1115 4733 3633 4432 2985 4431 1903
2:755 709 22 2216 1353 8721 3185 335 14607 27
1:4179 12082 1891 13561 14607 15098 13727 2389 11002 7545
0:2979 1937 1192 3573 17 1700 2235 3585 247 16
1:230 504 180 378 176 1987 1888 1763 5772 505
0:14782 16475 13130 767 3088 11246 16318 8272 15412 3802
0:11538 12383 5108 12115 16078 13475 16018 16959 9914 7133
2:15815 1631 15856 16318 1538 16045 501 15267 14589 15352
1:2489 17 3981 243 4812 525 2292 2389 3012 2350
1:11538 5108 7133 9914 12383 10530 10550 1199 13563 4970
0:888 1454 1763 1137 701 3726 180 2103 5772 4743
1:1538 767 12526 12790 3097 4329 2998 501 3601 4527
1:13863 13911 15263 15197 14276 14715 13862 14502 15179 14635
1:11571 7049 11515 11577 13911 418 11796 6304 3812 13262
3:1395 5690 888 1922 917 1181 1090 426 6430 135
2:3591 1240 5346 1673 5944 767 4805 2678 4620 5312
2:1673 418 47 250 684 5608 11571 15 767 6304
0:3808 3414 2216 4020 3050 2233 521 5267 2221 453
1:772 1568 50 6432 1590 1538 3616 11300 128 1584
4:2221 4020 3414 453 2803 8598 5267 3808 6535 2233
1:4970 1669 7133 8399 3264 7031 5487 684 6204 5081
2:2691 10944 1828 1115 5109 1152 10071 8931 4136 2767
1:888 1948 1919 2434 701 1454 2087 211 16045 4002
0:15324 11072 0 8879 2024 14504 55 7917 13891 16249
0:205 6304 47 204 6432 935 1632 10469 7156 1538
1:6304 205 204 6432 47 935 7156 10469 1631 1648
0:888 180 1763 230 5772 3726 504 1987 3115 176
1:2221 4020 1213 2235 3414 453 5267 3808 5959 2216
2:1948 888 701 1454 1919 10921 2930 2434 3885 4676
2:27 4030 485 13561 3125 15256 12990 11343 15 2
2:267 226 814 655 281 1372 430 2798 17 1707
1:1199 16018 11538 1190 16344 7049 5720 1191 2227 845
1:5259 4547 4269 7669 1590 1459 1152 1113 1761 2691
0:755 3050 1350 2216 709 17 3414 1345 1192 921
1:2390 9133 1122 1677 1891 1209 1665 247 1203 1009
0:14607 12244 10681 15113 16043 15223 9026 6359 14264 3839
0:16045 14 14607 15815 917 42 247 477 4179 15267
1:1755 380 7200 2240 477 5152 666 28 3760 14
1:16318 16045 15815 1538 15856 1199 14502 15324 3440 4179
0:549 7170 8721 755 1398 3981 3120 709 5855 4450
2:1203 1009 1209 1665 944 2240 9392 1208 1974 1194
1:12330 628 807 655 283 648 13061 13059 9790 899
1:226 2411 746 17 28 1928 2472 335 16 2445
2:1213 2221 1203 921 436 1898 7915 2230 5959 2008
1:2445 906 3951 2355 135 68 13576 2546 1283 9597
1:16045 14607 14715 16318 15983 14502 14276 16156 14988 15309
0:205 777 6432 1568 772 47 1629 1584 1810 2628
1:5937 17 2350 335 3981 5120 195 369 1225 120
0:15856 3440 15815 14758 16246 1199 14502 14721 15495 15984
1:5108 9914 1199 7049 3804 11538 3381 10530 3440 2710
2:767 3591 1240 3839 1673 4471 6359 3050 3097 1538
0:1009 1944 1665 1208 3319 2211 2596 294 1181 328
1:2216 3808 453 4020 5267 2769 3414 3914 4070 2379
1:3981 1090 755 888 549 8721 3120 709 135 917
1:12571 11887 6294 10681 7672 9026 2472 13103 917 4808
0:120 2350 335 615 3981 7672 2389 1928 447 917
0:14 6188 5267 2 3445 28 23 22 10944 1796
1:11571 10349 11197 11515 15041 13389 5705 9603 7049 11688
2:3839 5588 9579 490 12484 291 4384 7787 8837 6110
2:3088 3802 1737 767 10632 13130 11246 8272 6521 14782
1:47 11264 205 8879 63 50 4965 252 1555 1632
2:442 7962 17 1780 3830 2355 1395 2097 2378 791
0:888 1919 1767 1090 1181 2434 1755 1948 1477 6932
2:4695 7192 6677 7790 5570 11588 3291 3734 4117 644
0:4179 13247 15324 1440 2240 1665 1213 14834 6333 1677
1:226 17 16 5267 247 28 2038 27 1035 11567
1:1110 1766 3292 1192 1062 1980 3064 3058 3062 2240
1:47 1568 4503 15 777 1500 11264 43 14502 3616
2:4069 9766 6218 988 10065 6424 9472 9210 4613 4326
0:12526 1538 10316 7267 2998 15324 11236 5815 15856 107
2:1090 3293 5088 1403 546 1114 3319 2901 1919 642
1:13912 15073 14035 8464 13247 11588 10907 10524 13962 8649
1:28 247 6188 14 27 1794 1200 703 2038 1937
3:4069 2235 988 6218 3582 9764 1665 2240 9210 9768
0:16687 16564 16959 16349 16601 16904 16278 14703 16115 16487
3:2489 243 1020 3012 2637 1277 68 791 3176 3023
3:477 1941 11567 28 27 2 484 1200 6495 530
0:16045 5977 15351 13055 15815 6572 4620 16550 446 5919
2:3414 226 1264 335 16 755 17 7545 2216 3981
0:120 3981 2124 447 2350 2472 615 917 2898 1928
1:13958 11138 12997 12134 7076 11040 2944 13248 15649 4155
0:243 1020 2489 2637 3012 3176 68 226 2462 2848
2:243 2637 2489 1020 3012 68 1277 3176 3023 3435
2:11740 6116 1797 12260 14620 12948 13184 5437 6152 14182
2:3660 755 549 709 1398 8721 135 4780 3120 1344
0:15197 16045 13410 15531 16318 12359 15609 2193 15184 4329
1:5598 11138 8134 14608 42 63 62 11264 16706 11694
3:1192 2240 1177 1110 1974 828 4820 731 1179 668
2:6304 418 205 1648 1303 6592 6582 3393 9430 5252
0:2445 3569 2914 2770 135 2768 2829 2434 4777 3951
1:1200 14 11567 15 1955 6188 485 2 703 477
2:1200 14 28 380 477 6495 11567 27 23 484
1:12115 13475 9914 5108 6360 14988 13563 14635 10530 13410
2:3591 5346 1673 2944 4620 1944 4805 5944 1240 684
1:1919 888 1948 701 1929 10921 1454 1918 3866 1930
0:888 1919 1192 1937 701 1477 1903 1395 1948 1774
2:8635 13912 12040 4604 8643 1517 1508 11221 7149 7881
0:276 14 12477 50 5346 10469 11264 4693 9914 12735
2:4179 767 1673 501 16318 1631 250 10071 13979 11593
0:176 888 504 1763 505 1987 1888 378 5772 230
3:2445 2914 3569 3951 2768 2451 2770 6393 3660 2509
4:17 16 5267 226 2216 3414 335 142 6091 4742
3:845 1203 2240 1199 837 746 752 1161 8707 1903
1:5211 8955 6091 11205 3914 14177 8871 8318 15809 13515
2:3951 888 10233 4484 3830 7962 4435 1461 6326 11606
2:1113 1114 3319 1090 1944 1181 1459 294 1195 1175
1:1110 3292 3064 3062 3058 7192 1062 4109 652 4108
1:16105 16959 16084 16529 16714 16078 16018 16081 16524 16435
0:4069 2235 988 6218 977 3775 9472 3582 10065 9764
2:13410 15531 14607 15197 12115 16045 13475 16959 14276 14635
0:16475 14782 13130 16493 15352 11246 3088 13549 15815 16868
2:15 477 1200 13561 47 1588 485 1657 27 14
1:15237 15512 15093 10124 12445 14732 16105 11571 15103 13262
2:4179 14607 1747 13912 16045 8138 16202 15073 369 10202
0:13912 13247 14035 15073 8464 6653 4179 10907 8649 10524
0:250 2300 10397 672 12134 7358 6432 1657 3148 11040
0:845 2390 247 1191 1203 1891 767 2388 1681 1122
0:1115 3830 6932 7962 1430 442 561 4983 6326 2389
0:1115 1430 7962 3830 6932 2985 442 561 1476 2389
3:107 755 42 5815 43 1631 6134 2216 1365 1538
1:16318 14502 14716 14988 16045 13911 14635 12115 3802 14276
0:3839 5588 9579 490 12484 291 7787 4384 8837 6110
2:4526 1810 1557 777 3204 1538 6138 1586 1640 4586
4:10605 2914 2445 9103 3981 9966 2768 7545 4702 450
2:1203 837 845 830 838 828 922 8707 834 8415
0:3981 11887 9966 7545 9103 13534 2350 7672 442 4812
1:746 10043 2389 843 2411 3185 11887 12453 7672 6484
1:11567 28 1200 14 27 485 477 530 8114 13561
0:294 1408 571 2515 568 668 1384 8437 1175 3100
