8101 8:1.0 79:1.0 455:1.0 589:1.0 718:1.0 756:1.0 799:1.0 852:1.0 1044:1.0 1061:1.0 1196:1.0 1236:1.0 1267:1.0 1497:1.0 1598:1.0 1685:1.0 1769:1.0 1772:1.0 1887:1.0 1933:1.0 2093:1.0 2131:1.0 2179:1.0 2309:1.0 2335:1.0
8101 114:1.0 4580:1.0 5583:1.0 6319:1.0 6739:1.0 5173:1.0 3801:0.999999999999 4413:0.99999999998 433:0.99999998915 3299:0.999999988758 5806:0.999999988333 7307:0.999999914163 2389:0.999997635154 1584:0.999995630021 6539:0.999983342035 4850:0.99998164884 219:0.999919333604 3010:0.998104869956 7903:0.996665118168 2285:0.990951238406 2736:0.978198240524 6684:0.936974067674 3254:0.916491794491 2267:0.911493040937 6833:0.902005922021
8101 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.0 22:0.0 23:0.0 24:0.0
8101 857:1.0 1185:1.0 1195:1.0 1553:1.0 1633:1.0 1726:1.0 2373:1.0 3491:1.0 3557:1.0 3917:1.0 5343:1.0 6323:1.0 6623:1.0 7932:1.0 6798:1.0 7983:1.0 4121:1.0 6140:1.0 6097:1.0 2044:1.0 800:0.999999999999 3848:0.999999999999 2906:0.999999999999 8005:0.999999999997 6704:0.999999999996
8101 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.0 22:0.0 23:0.0 24:0.0
8101 10:1.0 14:1.0 15:1.0 45:1.0 68:1.0 71:1.0 74:1.0 75:1.0 80:1.0 84:1.0 87:1.0 111:1.0 129:1.0 143:1.0 144:1.0 176:1.0 184:1.0 186:1.0 199:1.0 217:1.0 263:1.0 271:1.0 281:1.0 315:1.0 343:1.0
8101 71:1.0 1336:1.0 1780:1.0 2057:1.0 2095:1.0 2113:1.0 2425:1.0 2514:1.0 3598:1.0 3964:1.0 4198:1.0 4409:1.0 5258:1.0 5528:1.0 5870:1.0 6002:1.0 6323:1.0 6549:1.0 6877:1.0 6901:1.0 7462:1.0 8094:1.0 5148:1.0 3259:1.0 4856:1.0
8101 212:1.0 234:1.0 423:1.0 428:1.0 434:1.0 440:1.0 507:1.0 680:1.0 765:1.0 839:1.0 854:1.0 1071:1.0 1097:1.0 1118:1.0 1126:1.0 1147:1.0 1197:1.0 1237:1.0 1374:1.0 1392:1.0 1402:1.0 1414:1.0 1422:1.0 1432:1.0 1454:1.0
8101 1365:1.0 4395:1.0 6247:1.0 5128:1.0 6288:1.0 2159:0.999999999998 1359:0.999999999998 6429:0.999999999996 1497:0.99999999998 7594:0.999999999832 7103:0.999999998115 3195:0.9999999979 3732:0.999999921627 3295:0.999999873391 184:0.999999816552 3236:0.999999672214 2243:0.999999043847 5131:0.999998320672 2993:0.999997483494 7014:0.99999635336 5755:0.999995539186 7000:0.999994014519 1864:0.999990416193 1267:0.998817782623 3646:0.998718928383
8101 4021:1.0 4012:0.99999983717 6875:0.999999804016 1590:0.999999659855 6248:0.999423162614 2294:0.999322240462 7170:0.997885594512 7351:0.953924225049 6830:0.267781701352 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0
8101 505:1.0 1212:1.0 1346:1.0 1705:1.0 1879:1.0 1992:1.0 2072:1.0 2090:1.0 2146:1.0 2303:1.0 2801:1.0 3098:1.0 3170:1.0 3362:1.0 3509:1.0 3662:1.0 3669:1.0 3832:1.0 3995:1.0 4112:1.0 4218:1.0 4267:1.0 4921:1.0 4982:1.0 5230:1.0
8101 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.0 22:0.0 23:0.0 24:0.0
8101 3882:0.999999997735 4046:0.992224611538 1398:0.982558699482 1934:0.657692106549 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0
8101 283:1.0 455:1.0 2484:1.0 7922:1.0 5451:1.0 2405:1.0 223:1.0 2931:1.0 7978:1.0 3208:1.0 804:0.999999999999 6230:0.999999999998 3096:0.999999999995 7178:0.999999999992 7383:0.99999999999 3301:0.999999999989 5239:0.999999999984 6213:0.999999999923 7341:0.999999999653 7959:0.999999999591 3107:0.999999998849 1239:0.999999997881 997:0.999999984563 15:0.999999938337 6937:0.999999909389
8101 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.0 22:0.0 23:0.0 24:0.0
8101 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.0 22:0.0 23:0.0 24:0.0
8101 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.0 22:0.0 23:0.0 24:0.0
8101 3519:1.0 5209:1.0 7708:0.999999999998 7669:0.999999999986 3269:0.999999999985 7228:0.99999998475 7817:0.999999679543 3155:0.999998921298 3335:0.999992874926 7872:0.999638062347 3322:0.990047874713 6034:0.97196805991 4179:0.959803845059 2663:0.930682169655 4645:0.842863908708 7154:0.77939873595 1318:0.677639209548 3715:0.60588446292 4633:0.392572199481 7383:0.277829540425 4483:0.0837761551038 712:0.0542972151146 3279:0.0355711942815 7241:0.0197682143246 0:0.0
8101 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.0 22:0.0 23:0.0 24:0.0
8101 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.0 22:0.0 23:0.0 24:0.0
8101 3943:1.0 7893:1.0 7981:1.0 2892:1.0 7579:1.0 561:1.0 7878:1.0 4094:0.999999999999 7150:0.999999999972 8044:0.999999999844 6445:0.999999999068 2508:0.999999998299 6171:0.999999953029 7107:0.999999872284 6223:0.999999856688 8089:0.999999743713 4183:0.999999714455 533:0.999999574297 3995:0.999999243701 4360:0.999998043762 1691:0.999997875848 4456:0.999997418914 756:0.999988833961 4256:0.999944795823 3087:0.999307625834
8101 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.0 22:0.0 23:0.0 24:0.0
8101 1058:1.0 1485:1.0 1694:1.0 2031:1.0 2239:1.0 2408:1.0 2558:1.0 2563:1.0 2705:1.0 3095:1.0 3459:1.0 3947:1.0 4629:1.0 6326:1.0 6558:1.0 7097:1.0 7505:1.0 7589:1.0 1983:1.0 7891:1.0 1924:1.0 5982:1.0 6608:1.0 7878:1.0 6230:1.0
8101 5:1.0 41:1.0 94:1.0 95:1.0 118:1.0 135:1.0 138:1.0 157:1.0 177:1.0 181:1.0 185:1.0 188:1.0 235:1.0 243:1.0 247:1.0 264:1.0 272:1.0 273:1.0 331:1.0 365:1.0 382:1.0 390:1.0 392:1.0 394:1.0 403:1.0
8101 1161:0.999999999993 3854:0.384088763236 675:0.188167500889 4892:0.0224883092923 1625:0.0124945473905 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0
8101 133:1.0 636:1.0 1362:1.0 2431:1.0 2447:1.0 2987:1.0 3008:1.0 3176:1.0 3463:1.0 3992:1.0 4134:1.0 4687:1.0 5167:1.0 5728:1.0 7480:1.0 2231:1.0 5065:1.0 5352:1.0 40:1.0 7381:1.0 818:1.0 4055:0.999999999999 6222:0.999999999999 1413:0.999999999999 5890:0.999999999999
8101 4487:1.0 1933:1.0 3925:0.999875265679 4454:0.54493978023 4197:0.428508108354 1573:0.0186234385285 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0
8101 3295:1.0 7894:1.0 5558:1.0 3949:0.999999999998 7354:0.999999956481 3697:0.999999944916 2797:0.999997486472 7883:0.999989831079 7446:0.999971896432 2340:0.999970850363 1209:0.999952206555 5451:0.997303323393 4971:0.991224356849 4900:0.914972826802 819:0.525164993507 6786:0.28694131101 1980:0.191138143156 1646:0.0957773941007 3785:0.0209918685765 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0
8101 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.0 22:0.0 23:0.0 24:0.0
8101 1596:1.0 1838:1.0 2874:1.0 4629:1.0 6050:1.0 2338:1.0 4652:1.0 5616:1.0 152:1.0 1647:1.0 2269:1.0 4706:1.0 5075:0.999999999999 30:0.999999999988 1202:0.999999999977 5574:0.999999999911 905:0.999999999873 6871:0.999999999692 2307:0.999999998154 6460:0.999999969028 2280:0.999999963773 893:0.999999958906 2339:0.999999613944 1885:0.999999425224 1100:0.999999325943
8101 5779:0.999781863876 7176:0.9854895794 10:0.937439751212 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.0 22:0.0
8101 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.0 22:0.0 23:0.0 24:0.0
8101 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.0 22:0.0 23:0.0 24:0.0
8101 65:0.999205277432 2939:0.858098877424 6796:0.0652961644776 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.0
8101 692:1.0 1061:1.0 1799:1.0 2865:1.0 3352:1.0 6304:1.0 6306:1.0 6870:1.0 7206:1.0 2804:1.0 2056:1.0 651:1.0 5680:1.0 8078:0.999999999999 6461:0.999999999998 1585:0.999999999998 4844:0.999999999973 3694:0.999999999971 4644:0.999999999969 2859:0.99999999987 5266:0.999999999857 3676:0.999999998597 506:0.999999995584 6509:0.999999988813 224:0.999999982997
8101 3881:1.0 77:0.999998955842 1045:0.986666396199 1976:0.401904064475 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0
8101 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.0 22:0.0 23:0.0 24:0.0
8101 950:1.0 7340:0.999999999794 6001:0.99964227009 7499:0.999122805345 4175:0.575752419368 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0
8101 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.0 22:0.0 23:0.0 24:0.0
8101 1926:1.0 6873:0.999999975715 1508:0.999961718604 4112:0.999842501224 3148:0.931583309021 1032:0.887479329529 3809:0.8739496297 2121:0.520266311397 5314:0.150718902297 7326:0.0522025668489 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0
8101 5201:1.0 2806:0.999999999622 1000:0.999999975619 8015:0.999998750207 6034:0.999788996177 6443:0.999752192682 2781:0.97997486579 6572:0.9650554831 6616:0.832388298988 6677:0.496556942865 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0
8101 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.0 22:0.0 23:0.0 24:0.0
8101 56:1.0 74:1.0 102:1.0 113:1.0 141:1.0 149:1.0 160:1.0 182:1.0 212:1.0 241:1.0 247:1.0 303:1.0 316:1.0 334:1.0 342:1.0 456:1.0 467:1.0 489:1.0 509:1.0 624:1.0 638:1.0 644:1.0 646:1.0 654:1.0 684:1.0
8101 2:1.0 7:1.0 10:1.0 15:1.0 17:1.0 19:1.0 25:1.0 40:1.0 55:1.0 61:1.0 66:1.0 68:1.0 79:1.0 87:1.0 88:1.0 100:1.0 122:1.0 125:1.0 133:1.0 145:1.0 148:1.0 150:1.0 154:1.0 174:1.0 176:1.0
8101 2210:0.999999996475 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.0 22:0.0 23:0.0
8101 2230:0.889825814802 5964:0.0668281411244 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.0 22:0.0
8101 2:1.0 9:1.0 15:1.0 18:1.0 22:1.0 23:1.0 27:1.0 29:1.0 30:1.0 40:1.0 46:1.0 55:1.0 61:1.0 72:1.0 78:1.0 85:1.0 91:1.0 106:1.0 108:1.0 110:1.0 113:1.0 115:1.0 128:1.0 129:1.0 130:1.0
8101 495:1.0 556:1.0 1448:1.0 4777:1.0 5277:1.0 5526:1.0 7404:1.0 7882:1.0 448:1.0 4379:1.0 5984:1.0 6201:0.999999999999 397:0.999999999999 2011:0.999999999978 4732:0.999999999952 3086:0.999999999933 7052:0.99999999993 7299:0.999999999922 316:0.999999999903 8012:0.999999999818 6407:0.99999999667 467:0.999999995102 2928:0.999999993262 1648:0.999999980494 1687:0.999999814903
8101 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.0 22:0.0 23:0.0 24:0.0
8101 217:1.0 356:1.0 381:1.0 421:1.0 427:1.0 437:1.0 503:1.0 559:1.0 571:1.0 592:1.0 719:1.0 773:1.0 796:1.0 815:1.0 1001:1.0 1031:1.0 1052:1.0 1074:1.0 1155:1.0 1338:1.0 1363:1.0 1376:1.0 1399:1.0 1453:1.0 1457:1.0
8101 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.0 22:0.0 23:0.0 24:0.0
8101 65:1.0 320:1.0 775:1.0 823:1.0 1150:1.0 1200:1.0 1249:1.0 1360:1.0 1650:1.0 2006:1.0 2174:1.0 2183:1.0 2225:1.0 2282:1.0 2293:1.0 3300:1.0 3353:1.0 3682:1.0 3790:1.0 4177:1.0 4330:1.0 5413:1.0 5635:1.0 5696:1.0 5776:1.0
8101 2712:0.999996649055 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.0 22:0.0 23:0.0
8101 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.0 22:0.0 23:0.0 24:0.0
8101 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.0 22:0.0 23:0.0 24:0.0
8101 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.0 22:0.0 23:0.0 24:0.0
8101 2039:1.0 6245:1.0 6242:1.0 3178:0.999999999997 5719:0.9999999909 1045:0.999999490222 2065:0.999997476485 5043:0.999988425246 3525:0.999973082002 6599:0.999914327189 3913:0.998585075885 959:0.976253952487 7431:0.951822852451 6032:0.938497264924 624:0.903717352236 3108:0.0654062238788 1673:0.0366816156019 6816:0.0290190039798 1256:0.0179145143496 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0
8101 723:1.0 1854:1.0 1886:1.0 2349:1.0 2999:1.0 3620:1.0 4063:1.0 4422:1.0 4755:1.0 4869:1.0 6686:1.0 3789:1.0 199:1.0 4789:1.0 4286:0.999999999999 6750:0.999999999998 6007:0.999999999998 1273:0.999999999998 3181:0.999999999998 2296:0.999999999995 5312:0.999999999995 3706:0.999999999987 5139:0.999999999968 2459:0.999999999965 5535:0.99999999994
8101 41:1.0 65:1.0 102:1.0 157:1.0 187:1.0 223:1.0 270:1.0 303:1.0 307:1.0 309:1.0 324:1.0 338:1.0 373:1.0 382:1.0 400:1.0 408:1.0 410:1.0 465:1.0 472:1.0 477:1.0 489:1.0 495:1.0 528:1.0 541:1.0 551:1.0
8101 1409:0.999999562039 1082:0.999988387298 3798:0.998308941392 3567:0.993269865575 3018:0.992082433439 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0
8101 7:1.0 18:1.0 24:1.0 32:1.0 45:1.0 86:1.0 89:1.0 90:1.0 97:1.0 105:1.0 110:1.0 122:1.0 132:1.0 140:1.0 157:1.0 176:1.0 187:1.0 211:1.0 222:1.0 228:1.0 244:1.0 255:1.0 275:1.0 290:1.0 332:1.0
8101 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.0 22:0.0 23:0.0 24:0.0
8101 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.0 22:0.0 23:0.0 24:0.0
8101 556:1.0 721:1.0 1018:1.0 1031:1.0 1123:1.0 1208:1.0 1413:1.0 1531:1.0 1669:1.0 1906:1.0 2167:1.0 2454:1.0 2757:1.0 3007:1.0 3373:1.0 3401:1.0 3939:1.0 4049:1.0 4205:1.0 4286:1.0 4501:1.0 4512:1.0 4777:1.0 4869:1.0 5671:1.0
8101 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.0 22:0.0 23:0.0 24:0.0
8101 3087:1.0 3618:1.0 392:0.999999999986 1349:0.999999999983 4233:0.999999999947 6807:0.99999446848 3995:0.999935906593 6803:0.995402381159 7800:0.880498626227 4248:0.104617243017 3830:0.0638072783662 5500:0.0101503086426 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0
8101 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.0 22:0.0 23:0.0 24:0.0
8101 4952:0.99750675325 5242:0.986534922255 7668:0.98443217135 3375:0.223408436092 0:0.0 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0
8101 18:1.0 26:1.0 49:1.0 62:1.0 73:1.0 82:1.0 104:1.0 130:1.0 146:1.0 177:1.0 242:1.0 275:1.0 283:1.0 316:1.0 322:1.0 338:1.0 360:1.0 366:1.0 367:1.0 369:1.0 373:1.0 472:1.0 476:1.0 501:1.0 546:1.0
8101 55:1.0 135:1.0 430:1.0 580:1.0 1236:1.0 1283:1.0 1377:1.0 1444:1.0 1503:1.0 1512:1.0 1766:1.0 1869:1.0 2355:1.0 2612:1.0 2736:1.0 3116:1.0 3452:1.0 3659:1.0 4289:1.0 4397:1.0 4405:1.0 4585:1.0 4600:1.0 5062:1.0 5688:1.0
