0:14607 845 4179 16045 1115 1203 11567 746 740 830
0:3981 615 5034 6347 2350 12571 7763 7545 9103 4983
0:845 1115 15025 2558 2393 4174 13783 3244 11433 6497
0:16045 14559 15082 16341 15461 16146 1192 7316 15209 15195
0:1090 1181 2240 1974 1104 247 921 5267 1009 453
0:17 453 226 16 521 2221 5267 3808 921 2216
1:14 28 477 1200 746 11567 27 2 22 15783
0:16045 3981 1090 5690 3096 12571 4983 2715 7922 5809
0:12082 418 14502 11264 11571 14988 205 6721 2582 1673
0:1557 13410 1673 13863 14715 13911 2944 15531 14276 767
0:701 1948 888 1919 2164 4349 1137 3966 3885 5413
0:3591 446 4620 5919 4968 5977 6063 1673 13055 6416
0:13786 10539 13773 4130 13663 13778 13770 13718 13769 12830
0:3981 2489 9103 2462 7545 7922 6541 9966 2794 8504
0:977 3775 1665 2235 2240 9392 247 1690 1181 2596
0:830 5963 14607 8410 1203 4516 7169 9491 12464 1115
0:1408 571 3818 7192 7790 6689 1409 1069 3291 6297
0:1203 4808 3091 830 746 7786 1115 843 1192 2712
0:2715 3699 13194 4080 2480 3236 2472 3016 1928 3632
0:1665 1209 1009 4689 9392 944 1891 1181 1203 1180
0:14607 17 12244 755 2216 4179 226 16045 4020 8531
0:1919 546 888 211 5088 1090 5550 1828 1929 1948
0:2985 1395 369 7786 888 1919 7672 1928 1477 701
0:281 2798 655 283 2087 814 6971 430 3638 2901
0:28 11567 14 746 477 1200 2 15783 917 2411
0:135 17 120 447 3981 226 2445 2216 3660 2240
0:1700 1944 1712 6416 5312 5977 6572 4620 4018 4968
0:546 176 7969 2103 1137 1192 504 158 230 1987
0:1987 230 504 5772 378 172 509 1888 762 176
0:1903 746 3091 7786 1928 4808 1910 5690 7672 3133
0:701 888 1948 1919 1137 4743 2159 11948 1454 4349
0:477 453 755 17 14 226 1200 281 28 2216
0:655 380 5034 281 3981 2798 814 1681 247 10663
0:888 7763 3981 7922 9103 5034 615 7545 8158 9966
0:2462 2489 243 3981 3175 2794 2788 525 6541 369
0:1090 4689 1891 9392 2235 1203 1208 1937 9133 1181
0:888 1919 1948 2434 211 701 1929 1454 1134 7142
0:12453 11158 12571 14177 10605 11887 13874 3981 11328 9966
0:1538 3839 2728 6359 1890 1345 2308 4062 5588 1537
0:1409 1408 568 1175 2515 571 10907 790 294 902
0:11571 14657 15041 11701 16084 13911 13863 14502 15197 14988
0:453 2216 5267 921 755 17 3414 3808 226 3981
0:28 1400 1353 14 791 400 477 1200 226 27
0:1538 9579 5588 6359 4291 16045 1028 14476 3839 3601
0:1115 845 2691 15025 2558 2393 1157 7823 2690 4174
0:14 1200 28 477 15073 27 2 10170 7810 11588
1:906 2355 3981 120 1264 1395 226 7135 1778 2445
0:845 767 10632 14782 13301 16475 3088 5098 3199 13078
0:4069 2803 521 2235 3414 2216 1208 1665 6218 453
0:1090 888 1767 5690 4689 845 426 701 1203 1948
0:477 14 28 1200 27 23 746 380 483 11567
0:14 16045 477 1200 28 746 11567 15783 16388 2
0:2216 3414 17 5267 453 3808 1345 226 16045 4020
0:2216 453 2803 3414 5267 17 755 4731 2235 628
0:1395 426 2914 5690 1922 9597 8028 2900 1401 2445
0:1673 2240 250 4518 10397 5467 3591 767 5343 4199
0:1673 16318 2944 27 767 15267 1557 3591 12831 2300
0:5034 3981 12571 615 6347 369 2350 4983 2472 5120
0:888 1919 1948 701 1454 211 2434 1929 1134 3966
0:1090 2208 5161 1104 8606 6377 1199 1190 2227 1203
0:13863 13911 16749 3440 15041 15197 14715 16084 15309 14988
0:684 2418 10316 12526 2944 3383 1538 501 16318 11995
0:11571 13911 13863 14657 14988 15041 14502 16084 11701 14715
0:28 11567 746 13883 8756 12453 14 477 12390 2533
0:11571 418 11264 1648 2418 14657 6304 14988 15041 11701
0:1408 10907 6297 571 7790 937 3818 6177 14035 3064
0:10632 13301 14505 14782 3199 6521 3088 5098 13078 11593
0:2589 5920 2593 4370 1038 7054 5872 4731 2592 4729
0:888 1919 7142 230 10921 1041 2201 504 755 701
0:28 14 477 1200 27 10071 2691 22 483 380
0:845 1203 1115 837 2691 830 1199 828 1161 829
0:2240 250 1673 4649 767 5467 1203 1313 845 761
0:1104 1192 247 1203 1009 1937 2240 944 1665 1974
0:830 740 1115 8707 2691 828 838 845 829 746
0:13863 14715 14988 13410 14502 13911 15531 15263 14276 14657
0:746 12571 917 5690 7672 4808 1928 1995 2472 483
0:1090 2164 888 701 1937 1137 4349 1919 4793 4743
0:9103 3981 7545 9966 14177 10605 7922 12842 8158 8504
0:109 1192 1395 293 1179 1104 1903 1987 504 303
0:13863 14502 14715 14988 3440 13911 16084 14657 15263 15983
0:281 655 2798 814 430 6971 4572 267 280 3638
0:10635 6729 5108 11538 1190 12523 7133 12516 9914 11493
0:2216 17 2462 5211 6091 453 906 3808 8955 2489
0:3981 755 17 7763 9103 615 7170 8721 335 5034
0:14607 6294 16045 3981 12244 4179 10681 11216 9026 15113
0:1665 4689 1209 1891 1181 9392 521 944 1208 1090
0:845 15025 2393 2558 13783 4174 3244 10978 1115 16045
0:2489 7545 2462 3981 9103 11205 3175 243 14177 2794
1:28 477 1200 14 15 47 2 1955 42 1500
0:276 47 1673 1200 1568 42 43 14 477 39
0:1755 1175 2240 1980 3775 2034 5152 7030 571 977
0:3981 6294 12571 7545 11158 9103 483 10983 11887 615
0:477 1200 14 28 281 1357 380 2798 1955 814
0:5312 14 477 1944 1200 2 15 6850 28 1712
0:888 1919 1948 2434 211 1929 701 1454 1090 1134
0:16045 14607 16318 14782 6359 4179 10632 14502 767 16475
0:921 453 1213 2221 6231 6314 521 1345 5267 8012
0:746 3981 483 4983 5034 12571 917 1476 7672 2292
0:971 954 5400 4137 4001 2902 972 4579 2589 2593
0:767 14782 13410 14502 3802 4329 10632 5098 16475 13301
0:446 5842 9234 4622 7857 9426 10245 2144 6474 2677
0:917 2472 2715 2712 3236 12571 5690 4983 7672 3699
0:1451 7790 715 1175 7963 5912 1755 14035 13912 6653
0:1538 16045 4291 6359 3601 14607 12244 1537 4520 9579
1:628 1919 755 1130 9790 7142 8721 3089 132 888
2:12571 4808 2712 4367 6294 2920 6087 13534 9671 5690
0:3981 7545 5034 7763 615 8160 9103 9164 2350 6541
0:655 628 807 2798 2446 281 283 2087 12330 9790
0:1395 5690 1922 9597 2914 5265 2448 426 1722 2711
0:755 2216 1350 709 1277 1283 3673 453 2462 17
0:2240 1203 1090 4820 9392 1179 3336 1175 666 2224
0:1130 3089 1903 546 888 1469 1919 2914 3091 4885
0:4069 1665 1208 3187 2235 9210 6218 988 9392 1213
0:1903 1747 7786 1910 3133 1395 4441 2985 12180 4080
0:1408 1409 568 571 10907 6177 14834 1175 790 2515
0:2549 921 521 1213 3414 1898 11762 2008 7734 10555
0:16045 47 11264 6721 15856 1500 4179 50 16115 16294
0:1673 3591 4805 5944 5050 4518 2944 2288 3191 4199
0:971 5400 954 4001 4137 972 4579 2902 953 8331
0:10907 1408 13912 14035 571 13247 14834 6297 6653 568
0:3981 7545 9103 9966 14177 10605 8158 7922 7763 9164
0:11571 13863 14657 15041 16084 11701 13911 14715 14502 15309
0:4069 988 6218 2235 9210 9794 4479 10065 4326 3582
0:5088 2691 1919 1370 1090 546 1113 926 888 3293
0:281 2901 814 2798 243 2489 1403 4572 3638 430
0:1038 135 3660 2445 450 2451 2914 4780 3569 2449
0:16386 16907 16969 16959 16084 16829 3440 14715 7379 16749
0:5690 3091 1115 1380 4808 845 830 1203 746 1401
0:62 1500 6721 8906 43 6850 42 63 2620 8134
0:14607 16318 15267 16664 1673 16045 16115 2944 1761 4179
0:1408 571 10907 7192 6689 1062 1409 6297 6677 1069
0:1350 5267 709 453 521 921 1090 755 4946 6231
0:3591 4620 5977 5919 6416 4968 4018 6572 446 13055
0:2240 1213 1203 2221 1175 1974 2227 666 9392 1104
0:4130 13786 10539 13773 13663 13778 13770 13718 13769 12830
0:16084 14657 15041 13863 14988 11701 11571 14502 13911 14715
0:2914 2445 1395 9631 3660 8224 1179 2596 2355 5001
0:2240 11571 1177 418 2221 2227 1203 1104 9432 1974
0:14988 13863 13911 2944 16084 14502 1673 14715 15041 13410
0:5633 5630 27 5624 5631 5620 5634 5617 5626 5625
0:11571 15041 11701 14657 11577 15197 16105 13911 1673 12690
0:888 1919 1948 4247 701 7142 1929 10921 1787 4258
0:3591 1673 5944 4968 5919 2944 6063 4620 4805 5977
0:17 226 14607 16045 16 12244 6964 8531 2216 14116
0:2715 4808 12571 2653 1928 2712 2472 1995 3699 917
0:4069 988 6218 2235 3582 4479 3762 9794 9210 1483
0:1891 4689 9392 1181 1009 944 220 1209 1665 1005
1:2445 917 2914 746 12571 28 1395 7672 4983 6393
0:3981 755 8721 7170 615 8504 1090 5034 9103 3089
0:47 477 14 15 1200 28 1568 1631 1955 39
0:655 2798 281 628 814 807 283 6971 4572 12330
0:1203 845 1009 9392 2240 247 3495 1891 944 1665
0:453 17 1213 16 27 226 628 5267 9790 521
0:2216 5211 17 2462 6091 5267 1283 906 3808 8955
0:5690 10039 2240 4109 1767 1980 2711 10874 14734 3108
0:1200 477 5034 14 530 276 2 42 43 15
0:3981 9103 14177 7545 10605 11328 9966 12469 11158 12842
0:2240 921 453 2221 1213 1203 1104 5267 521 944
0:5161 1005 7049 47 9243 9228 772 1673 5270 9839
0:50 11264 1557 47 1673 205 1631 1561 6304 1005
0:655 14 477 281 2798 814 1200 628 283 400
0:3981 9103 14177 9966 8158 335 9164 8504 755 7545
0:1590 11264 15 10608 47 5259 5161 7579 7049 1632
0:2691 1115 740 830 838 746 8707 2470 10409 2965
0:2461 17 226 2215 9133 3445 1937 628 9604 6979
0:1395 5690 1922 2914 9597 5265 2448 426 1722 1401
0:3981 8540 8679 8678 11158 814 8394 5690 9103 6997
0:11571 13863 13410 13911 14715 14657 14988 418 15197 15263
0:11571 1673 1631 418 3629 520 6432 3591 1005 1568
0:16045 7810 10836 4516 10787 5327 12170 8477 9491 8989
0:3804 937 2418 7790 1005 4108 6297 3812 7192 2146
0:14607 16045 15856 15324 4179 16318 14715 15815 14502 3440
0:2691 10071 1115 8931 7421 2470 7630 639 2767 740
0:3591 1673 2944 5944 4968 441 5919 5977 6416 12805
0:7786 6127 4808 2985 1380 1430 5854 755 2505 3091
0:888 1919 2216 701 1948 453 3808 17 211 1454
0:47 11264 50 10469 5161 1590 205 7917 10608 1500
0:11571 12523 5913 7156 1556 10635 11538 1673 1190 11046
0:3981 755 8721 7170 8504 11091 9103 615 5034 7545
0:43 8906 6850 42 62 1500 6721 1590 1568 8134
0:4516 7810 9491 8410 10170 7169 11248 10671 12464 8413
0:767 1673 4731 4069 2235 2803 10327 988 2240 1159
0:755 3660 709 2216 135 5267 453 2445 1350 17
0:2715 2472 3699 7672 13194 917 5690 3016 1928 3236
0:2987 7790 6297 5459 6862 937 1110 2240 14035 7192
0:2216 1090 3414 17 628 453 5267 4689 1181 1937
0:13410 15531 14715 13863 14276 2365 15184 13911 15263 13320
0:767 14782 10632 3088 16475 13301 13078 6521 5098 15865
0:13912 13247 10907 4604 14834 14035 8464 10524 15073 13442
0:1005 50 1557 1673 9228 1631 7049 5161 205 1199
0:11571 5161 7049 1005 418 1648 2418 9432 14657 11701
0:4069 2235 988 6218 2240 1665 9210 4479 10065 9392
0:28 14 477 27 2411 1200 15 485 8326 2
0:4069 2240 4479 988 1179 3582 2178 1483 1439 6218
0:369 501 1538 12526 2418 1673 14264 11995 10614 684
0:1898 1181 521 3187 247 944 1891 3414 1208 1665
0:28 2393 10978 11285 27 845 2558 8546 11286 6497
0:701 9977 888 1948 2434 1919 211 1461 3885 7300
0:1104 1009 247 1974 1181 1192 944 1773 1180 3319
0:1944 1712 5312 4620 5977 6416 5919 4968 6572 4018
0:14607 4179 16045 16318 15113 12244 15815 14877 15324 15358
0:7790 937 6297 6862 3064 5926 668 571 633 731
0:12571 11887 11158 13534 4808 6294 11939 3981 2712 4421
1:230 1987 504 5772 888 172 176 180 1137 509
0:2240 1104 1192 1090 1937 1175 971 1203 4820 1974
0:1090 1005 7049 5161 1199 5270 666 9228 1891 3804
0:14988 13863 14715 16084 14502 2078 13911 15495 15263 3440
0:7049 14758 1538 14607 3601 1005 16045 6359 3804 2418
0:628 2446 807 6437 9790 12330 3045 2087 655 5456
0:767 14782 10632 13301 3088 16475 5098 15865 6521 13078
0:28 746 11567 1200 477 380 14 917 23 8756
0:14607 12244 10681 17 5120 2350 3981 8531 369 2216
0:4179 16045 14502 14607 15815 15324 16084 14988 14715 5161
0:3981 655 814 9966 2798 281 9103 12453 7545 10605
0:655 628 2446 807 2087 2798 281 534 283 12330
0:767 11571 1673 4329 15197 15041 13911 7904 418 5506
0:3981 615 7545 9103 6347 2350 7922 5034 9164 8160
0:226 755 17 483 369 3981 239 16 477 28
0:1181 1755 1090 4689 426 4050 1175 2240 1395 9084
0:888 1919 1948 211 2434 1929 701 7142 1041 1134
0:755 8721 10555 453 1213 10351 5855 521 6623 5267
0:971 5400 954 4001 4137 972 4579 2902 953 8331
1:15 47 1557 1568 14 11264 205 50 1631 28
0:11571 11538 12523 1673 845 1199 9914 10635 5913 6729
0:62 6721 1500 11264 47 63 2620 10608 14608 7248
0:2914 1395 1401 69 9597 5690 2445 5001 9025 2355
0:888 1919 1948 701 4247 5413 3966 4258 10921 1929
0:1987 230 504 378 172 5772 1888 509 762 505
0:4620 3591 5977 5919 4968 6416 446 4018 6572 13055
0:14607 16045 4179 14502 15324 16318 12244 15815 15113 15358
0:3981 6294 9103 10983 12571 9966 7545 10605 14177 8853
0:7810 16045 10836 10787 4516 9491 8477 10170 5223 11248
0:17 2462 628 2489 3175 16 1062 2794 1181 4281
0:672 520 1669 1673 12523 9240 4839 767 1203 10938
0:16045 4179 1200 11567 477 14 14607 28 746 10909
0:888 1590 6802 5259 6014 740 1700 10444 8906 107
0:13786 10539 13773 4130 13663 13778 13770 13718 13769 12830
0:1700 7149 7498 5752 7500 7492 1192 7720 2979 1203
0:628 807 9790 12330 2446 14943 3721 13028 6437 648
1:11571 15041 11701 14657 11264 4649 5437 15197 12690 7904
0:14544 62 16084 11571 11701 6721 2620 4503 5161 1561
0:5855 2393 10978 16318 16045 684 11285 8721 15025 11300
0:3944 971 582 4137 4001 972 5400 3752 2878 954
0:2445 2914 1395 5282 3660 8952 5001 6393 2768 4780
0:1192 1104 2798 3319 814 655 1974 281 1009 1937
0:14607 12244 17 8531 4179 10681 6964 16045 15113 14116
0:14607 12244 4808 10681 6294 1774 9026 746 917 2712
0:4808 12571 2712 1928 7786 2653 2715 1903 7672 1380
0:9103 9966 14177 10605 7545 3981 12842 8158 13443 7922
1:1199 1203 845 1005 11538 3804 837 2240 2158 9914
1:628 2446 807 9790 6437 12330 3045 5298 655 648
0:5267 921 453 6231 1350 521 2216 709 3808 933
0:226 17 483 16 3981 76 615 882 5034 28
0:47 11264 50 1631 205 418 6304 15 1557 10608
0:1665 2240 937 7790 1862 3064 9392 6297 5662 633
0:7786 3981 6127 4808 1903 7545 1747 12180 2985 5854
0:11571 418 9432 3629 11701 1648 6304 8247 14657 15041
0:7436 13912 4604 15073 1508 14035 8788 8643 11221 8635
0:11571 16084 7156 418 16045 1557 15134 11264 1556 205
0:3660 135 2445 2914 4780 6393 240 3569 2451 2853
0:11571 418 9432 1673 1648 2365 767 6789 14657 5503
0:9103 9966 7545 14177 3981 10605 12842 8158 7922 13443
0:28 15 14 27 1557 477 47 205 128 50
0:1673 767 11571 3591 501 250 2944 4805 4329 4520
0:888 1919 1948 211 2434 701 1929 1454 1134 4002
0:2445 3660 135 2914 4780 6393 240 3569 2451 1038
0:917 369 2472 447 7672 4983 2445 3981 12571 615
0:1673 3591 250 4199 767 4805 5944 4518 4649 3191
0:16045 4179 14607 12244 15113 15815 15324 16318 15358 6359
0:4069 988 6218 2235 2240 4479 9210 9794 10065 4326
0:2489 2462 7545 3981 9103 11205 2794 14177 3175 12563
0:628 2446 655 807 2087 6437 12330 9790 281 5039
0:3839 6359 1538 16045 1890 12244 14476 5588 9579 6110
0:2914 1401 1395 2445 5690 2489 9597 2462 9025 3091
0:294 9392 1175 1665 1181 2240 1755 1213 1194 2211
0:7049 14758 5161 2418 1005 3804 5270 6041 1199 2583
0:13786 10539 13773 4130 13663 13778 13770 13718 13769 12830
0:4069 2235 988 6218 4479 2240 4326 9210 9794 1439
0:1213 453 921 10555 521 10351 1345 8490 5267 3414
0:1557 1631 205 3404 15 7358 9773 1673 3591 6304
0:655 281 2798 3638 6971 814 4572 430 267 280
0:1395 4130 5690 4983 1928 4808 917 3236 7672 2715
0:128 772 12082 1005 3616 1891 7049 247 205 5161
0:1712 1944 11798 16045 1700 2485 11250 10927 13839 11256
0:3981 9103 7545 2489 9966 7922 14177 5034 2462 10605
0:1987 230 504 378 172 5772 762 1888 509 505
0:2715 7672 1928 3236 3699 4808 4080 13194 917 2985
0:2914 2445 1395 8952 5001 11921 5282 2768 7211 7215
0:2445 2914 3660 135 6393 755 4780 240 2355 4777
0:2240 2211 1090 1175 1937 9392 666 1104 1203 1755
0:5267 921 453 10605 521 9103 2221 3981 888 9966
0:5161 7049 1005 9228 5270 1199 3440 3804 9839 2583
0:521 453 1213 2230 4946 2221 5267 3414 2323 3808
0:12571 11887 13534 11158 6294 4808 2389 4421 15071 12469
0:521 2216 5267 17 3808 453 3414 5211 2462 226
0:16045 4179 16318 14607 15358 15324 15856 15815 1761 16706
0:11798 10927 11250 11256 1712 2999 530 11271 6654 16045
0:247 1090 1264 1137 549 701 888 2164 709 1919
0:3981 7545 9103 9966 5034 9164 7922 10605 615 8158
0:5690 1370 2711 1115 5809 6087 5410 2691 647 1755
0:1137 2159 888 1141 1919 701 4880 10921 230 5550
0:1090 888 1937 4130 4689 7424 1395 1113 2164 1179
0:1673 3591 4518 2944 5944 4805 3191 4199 250 10369
0:1038 971 8131 4579 2878 954 948 5400 4137 4001
0:6653 13912 14035 13247 10907 15073 4604 8464 7436 11221
0:746 1380 4808 7786 2985 12571 1928 7672 3091 11887
0:16045 7810 4516 9491 5327 12170 10170 8410 11248 7169
0:2445 3660 2914 135 4780 450 6393 3569 240 2451
0:4069 1203 2240 3582 2235 3762 989 5752 1483 2178
0:655 281 2798 814 6971 4572 283 3638 430 477
0:446 3591 5919 4620 5977 4968 6416 13055 6063 15029
0:3591 5977 6416 4620 5919 4968 6063 6572 446 4018
1:746 740 830 2691 1115 1903 7786 838 2000 2123
0:1005 5161 7049 9228 1199 5270 3804 9839 772 767
0:1203 1456 2240 1009 1974 1213 2221 247 1104 7812
0:628 807 1919 14943 9790 2087 15097 2446 12330 1403
0:1755 1175 1980 6028 3739 16045 5912 6080 845 2240
0:14 28 477 1200 27 15 11567 2 2411 6495
1:28 746 477 14 483 1200 27 2411 226 4030
0:11571 11701 16084 15041 14657 1619 11163 16386 11577 12690
1:2489 477 2462 3981 7545 2794 28 9103 14 14177
0:5963 4516 8410 1192 7169 9491 12464 9701 11248 8413
0:477 1200 14 28 27 2 483 6495 15 485
0:13912 4604 14035 15073 13247 7436 1508 11221 10000 12626
0:755 709 8721 132 3120 549 3981 335 615 7170
0:7545 9103 9966 3981 10605 14177 12842 9164 8504 8158
0:628 807 9790 12330 2446 13028 3721 6437 14119 648
0:5966 13827 7049 1538 3601 369 10811 1005 2146 1537
0:11538 1190 10635 9914 5108 12523 6729 1199 2208 7133
0:9026 16045 666 13279 10681 11939 4689 14674 11887 16885
0:1903 7786 1910 1115 3091 830 740 914 2653 843
0:971 954 5400 4001 4137 972 4579 953 2902 2589
0:13534 7545 13218 12469 10983 11158 14177 11328 3981 12571
0:16045 14607 4179 4367 2472 16318 15113 12244 17 15358
0:7790 1862 6297 937 571 10907 1408 3064 4109 5926
0:7763 3981 11567 5034 10351 7545 28 746 9103 1117
0:10978 11285 2393 11286 8546 13284 11549 3244 9157 13523
0:13410 13863 767 13911 14276 13043 15184 14715 15531 3802
0:17 2216 3414 453 226 3808 755 1937 4020 5267
0:1261 4983 917 7672 1117 369 2472 5120 1928 3236
0:2445 2914 3660 1395 6393 4780 135 2355 240 791
0:4179 14607 16045 276 1673 9133 6359 16318 4689 15815
0:28 27 14 1200 15 2411 1400 2 477 791
0:446 9426 5842 9234 4622 10245 2144 6474 2677 4620
0:17 226 453 2216 16 755 3808 3981 281 239
1:14 16045 16388 4689 9953 2211 28 1200 9392 1665
0:12571 12453 14607 16045 14808 11939 11887 3981 2472 6294
0:1987 230 504 5772 172 378 509 1444 762 505
0:1009 1113 1974 1181 2211 1104 1944 944 1180 1665
0:767 10632 14782 13078 5098 3088 13301 16475 6521 5095
0:16045 14607 4179 11567 15324 628 16318 9790 807 5267
0:5690 1395 917 2715 2712 2445 2653 3236 5265 3699
0:1673 767 11571 11750 418 3629 672 3903 684 5608
0:3591 1673 4620 4968 5919 5977 446 6416 4018 1944
0:1937 1090 2164 4958 6314 4581 5820 1137 1104 1192
0:628 807 9790 12330 13028 3721 2446 655 4924 14119
0:3414 2549 561 3981 11762 10555 7734 9103 1345 14177
0:845 1203 837 830 1009 828 829 1161 2240 8707
0:2462 2489 3981 243 2794 3175 2759 7545 11203 4281
0:8906 43 5259 1590 42 6850 107 1500 2048 5088
0:1199 11538 1203 845 9914 3440 6729 3804 5108 1191
0:971 4001 4137 5400 972 3752 954 953 4663 8331
0:5633 5630 5631 5624 5620 546 5634 5623 5616 5617
0:628 807 655 9790 2446 12330 534 6437 5298 2087
0:655 281 2798 814 6971 4572 430 267 283 280
0:888 1090 2018 1395 335 1919 1479 791 5690 1272
0:3591 5977 6416 5919 4620 4968 6063 6572 1712 6848
0:3981 2462 2489 335 9103 243 3175 7545 2794 7922
0:3616 43 1568 11711 13025 1398 772 10085 8873 42
0:7192 7790 937 6689 1408 11588 571 3818 8987 10907
0:1987 230 504 5772 378 172 1888 509 762 176
0:12833 1500 27 16115 11264 276 47 2691 6721 4547
0:666 1203 2240 1213 9392 1208 2221 1090 1891 4689
0:755 1090 709 1350 3673 1398 3981 549 7170 3120
0:1665 1208 9392 4069 2928 2240 1209 2235 988 6218
0:1538 1398 12526 709 549 1537 1350 755 773 3601
0:4069 988 6218 2235 4479 9210 9794 3582 4326 10065
0:628 1987 380 5772 7142 504 8177 230 400 807
0:1700 1944 1712 5312 6850 16045 6416 7947 5259 5977
0:2240 1203 1192 3582 1104 2235 989 4069 5752 3762
0:2445 1395 2914 791 9977 5282 3007 5001 3786 7706
0:7049 3804 5161 1005 1199 2583 2418 9914 14092 5270
0:2798 281 655 3638 814 4572 430 6971 239 267
0:1538 1398 43 7049 1568 3601 12526 42 14092 1590
0:1203 7786 1430 1903 4808 1130 3091 830 1115 2691
0:3944 971 582 4137 4001 972 5400 3752 2878 954
0:16045 14607 1190 7134 16084 16666 16567 14988 4179 16451
0:10978 11285 2393 8546 11286 13284 11549 3244 13523 6497
0:15073 13912 4604 14035 7790 16045 937 3064 7436 5570
0:14782 10632 13301 3088 767 16475 5098 6521 13078 14505
0:1203 845 2240 1199 1974 837 1104 4984 1009 2224
0:971 5400 954 4001 4137 972 2902 953 4579 8331
0:17 453 2216 3414 5267 3808 521 1213 226 921
0:4516 7947 8410 7169 1203 9491 1192 12464 6948 5963
0:7049 1005 5161 5270 9228 3804 1199 14758 9839 772
0:7790 2240 1177 937 1062 3291 14 6297 633 3818
0:13863 13410 13911 14276 14715 15263 13043 15184 15197 15309
0:28 3981 14 27 477 226 7545 1200 17 483
0:1919 7786 1395 6127 1747 2985 4808 2914 917 1380
0:13534 4808 3981 6294 12571 11158 11328 2712 11887 2389
0:9103 9966 7545 3981 14177 10605 8158 12842 9164 7922
0:767 1673 4329 2194 14782 3802 1199 10632 2944 250
0:11571 15041 14657 11701 13911 16084 11577 16105 15197 418
0:16045 10909 917 13279 14607 8081 2715 13194 2472 5966
